generation,N_shifts,logPrior,logLik,eventRate,acceptRate
25300000,32,-420.545,2017.68,51.4696,0.5126
25320000,29,-382.142,2035.78,29.7703,0.505
25340000,29,-377.169,2020.97,28.3035,0.511
25360000,28,-365.451,2007.6,26.4988,0.555
25380000,29,-368.326,2026.18,24.2211,0.477
25400000,30,-384.799,2011.18,31.0436,0.519
25420000,27,-329.088,2012.05,27.8854,0.513
25440000,24,-315.871,2018.13,20.0607,0.513
25460000,28,-359.447,2015.25,31.9104,0.523233
25480000,26,-328.857,2010.82,26.3846,0.509286
25500000,27,-354.833,2009.37,26.889,0.487
25520000,24,-317.881,2007.54,26.6157,0.516727
25540000,28,-366.965,2018.53,26.2687,0.511308
25560000,30,-381.027,1991.91,34.8262,0.527
25580000,28,-360.643,2014.4,29.608,0.515
25600000,28,-369.223,2009.89,21.116,0.52525
25620000,29,-376.316,2038.88,27.9541,0.515333
25640000,31,-394.483,2049.89,35.0642,0.524
25660000,27,-360.807,2046.16,27.6424,0.52
25680000,28,-361.901,2018.98,31.2587,0.503
25700000,26,-334.918,2018.5,23.4558,0.511
25720000,27,-346.98,1987.25,35.7286,0.512
25740000,26,-344.694,2013.68,29.2886,0.505
25760000,29,-367.05,1982.87,21.6706,0.509
25780000,27,-339.046,1983.36,28.4911,0.515
25800000,23,-311.127,2041.84,20.6409,0.45
25820000,31,-384.449,2032.43,29.9536,0.529
25840000,27,-349.792,2022.57,30.4368,0.519
25860000,26,-345.919,2011.96,23.4872,0.507
25880000,30,-383.296,2008.17,22.3038,0.514733
25900000,25,-330.293,2028.85,26.0428,0.522
25920000,28,-359.87,2002.46,26.164,0.547
25940000,28,-360.683,1993.32,19.2102,0.513571
25960000,35,-450.067,2009.48,35.8805,0.558
25980000,24,-308.689,1988.72,29.3599,0.526143
26000000,27,-347.785,2003.53,27.0977,0.509
26020000,28,-359.722,2004.92,27.6855,0.519909
26040000,28,-344.398,2011.17,36.7378,0.506
26060000,24,-313.839,1972.45,19.8353,0.4975
26080000,24,-325.192,2012.51,17.3447,0.505
26100000,22,-293.744,2008.96,12.7123,0.493
26120000,30,-384.131,2015.5,44.284,0.522
26140000,25,-316.002,2006.76,23.7647,0.529
26160000,23,-298.849,1997.44,25.3259,0.5
26180000,28,-364.065,2023.04,24.8424,0.538
26200000,28,-340.97,1991.26,30.6837,0.525
26220000,27,-342.076,2002.94,29.0256,0.569
26240000,27,-360.907,1994.18,21.6847,0.511
26260000,24,-313.871,2010.02,29.6996,0.546
26280000,21,-276.854,1998.47,25.4493,0.468
26300000,27,-353.278,1992,39.878,0.546
26320000,27,-354.662,2019.26,29.2469,0.52525
26340000,24,-322.613,2031.28,22.7773,0.5289
26360000,30,-388.282,2024.66,34.1287,0.51
26380000,24,-318.34,1997.8,29.504,0.48
26400000,30,-385.156,2004.58,34.6648,0.524286
